"metric","lambda_d","lambda_u","method","mean","sd","mcse","q2.5","q97.5","n"
"bias",1,2,"deepAFT-Pooled-S",0.303643205365395,0.212787731968939,0.00672893891163273,-0.0619363961785625,0.630947388835802,1000
"bias",1,2,"deepAFT-Pooled-T",0.192406786603476,1.31922033994387,0.0417591901891324,-0.444970395341281,1.35253347350372,998
"bias",2,0,"Fusion",-0.0363998328267533,0.213416465001282,0.00674882119585661,-0.46168720164052,0.361989005526853,1000
"bias",2,0,"deepAFT-RCT-S",-0.176358696699145,0.226495037087093,0.00716240195919524,-0.544108211704951,0.131226158772103,1000
"bias",2,0,"deepAFT-RCT-T",-0.275770904328955,0.985467814579273,0.0312414299978925,-0.929388266774551,0.368635567404315,995
"bias",2,0,"deepAFT-Pooled-S",-0.122251573615648,0.226059166317527,0.00714861851522203,-0.438223339505311,0.16284955658483,1000
"bias",2,0,"deepAFT-Pooled-T",-0.0551196013035168,1.43637268577527,0.0456971026956699,-0.665371253871071,1.05729057727289,988
"bias",2,1,"Fusion",-0.0133372150201377,0.212944065095614,0.00673388259917301,-0.421879688918615,0.405813936860278,1000
"bias",2,1,"deepAFT-RCT-S",-0.163493646605392,0.181949627178677,0.00575375241303095,-0.528982147473049,0.154775352236639,1000
"bias",2,1,"deepAFT-RCT-T",-0.254203370250583,0.378553486253201,0.0119769022765736,-0.87343950715674,0.368662116967213,999
"bias",2,1,"deepAFT-Pooled-S",0.0804929325278413,0.211309463421485,0.0066821919555993,-0.192212730083445,0.390059335695708,1000
"bias",2,1,"deepAFT-Pooled-T",0.121414975915217,1.56888292707684,0.0498623725957964,-0.568474751784011,1.38082240124617,990
"bias",2,2,"Fusion",-0.00334597509296575,0.214929113553957,0.0067966553431147,-0.424863133602988,0.418652502597057,1000
"bias",2,2,"deepAFT-RCT-S",-0.145439901768214,0.188652717298044,0.00596572273441665,-0.504802958529281,0.191893320651386,1000
"bias",2,2,"deepAFT-RCT-T",-0.256040277004996,0.455486798858285,0.0144037572853116,-0.90963004646849,0.352890943713075,1000
"bias",2,2,"deepAFT-Pooled-S",0.25537336234656,0.222801496451404,0.00704560194880361,-0.0771276274165552,0.599753609562811,1000
"bias",2,2,"deepAFT-Pooled-T",0.172704684987334,1.43120302154735,0.0453721860307867,-0.51601213575214,1.37711378478769,995
"coverage",0,0,"Fusion",0.95807,0.0170477484063358,0.000539097139415269,0.916,0.984,1000
"coverage",0,0,"deepAFT-RCT-S",0.45675,0.0675119497819709,0.00213491530589936,0.332,0.6021,1000
"coverage",0,0,"deepAFT-RCT-T",0.988196,0.0155015444998839,0.00049020187870089,0.946,1,1000
"coverage",0,0,"deepAFT-Pooled-S",0.504492,0.0701676951412931,0.00221889734810816,0.3779,0.656,1000
"coverage",0,0,"deepAFT-Pooled-T",0.99748,0.00371690939026168,0.000117538995296946,0.988,1,1000
"coverage",0,1,"Fusion",0.959884,0.015536921829627,0.000491320608096119,0.926,0.984,1000
"coverage",0,1,"deepAFT-RCT-S",0.440672,0.0639022998014932,0.00202076815095644,0.33,0.568,1000
"coverage",0,1,"deepAFT-RCT-T",0.98751,0.0143703307688587,0.000454429759595921,0.948,1,1000
